Date,Value_EUR,Index_100,Daily_Return
2023-04-21,102629.001,,0.0023506597030247267
2023-04-24,102730.8251,,0.000992157177872155
2023-04-25,102131.09160000001,,-0.005837911838206256
2023-04-26,102079.2498,,-0.0005076005669560901
2023-04-27,102654.26640000001,,0.005633041006145811
2023-04-28,102630.5049,,-0.00023147113932331376
2023-05-01,102614.45640000001,,-0.00015637163644111052
2023-05-02,101789.3659,,-0.008040684801600806
2023-05-03,101809.82180000002,,0.00020096303596295328
2023-05-04,101326.61709999999,,-0.004746150140103933
2023-05-05,102258.51960000003,,0.009197015815502141
2023-05-08,102401.34409999999,,0.0013967002510757442
2023-05-09,102724.99210000002,,0.0031605835142551886
2023-05-10,102764.2165,,0.0003818389196057481
2023-05-11,102765.6011,,1.3473561587540317e-05
2023-05-12,103139.3564,,0.003636968946800767
2023-05-15,103349.5519,,0.002037975680057702
2023-05-16,103440.9496,,0.0008843550680164292
2023-05-17,103528.38420000001,,0.0008452609951679069
2023-05-18,103817.00529999999,,0.0027878451134948357
2023-05-19,104126.1378,,0.002977667282028751
2023-05-22,104364.57110000002,,0.002289850608480082
2023-05-23,104081.68750000003,,-0.0027105328658796335
2023-05-24,103193.14420000002,,-0.008536980148405093
2023-05-25,102844.6894,,-0.003376724323126301
2023-05-26,103154.19590000002,,0.003009455342863898
2023-05-29,103107.09680000003,,-0.0004565892796609683
2023-05-30,102766.59670000002,,-0.003302392469264115
2023-05-31,102223.8503,,-0.005281350335891943
2023-06-01,102844.26070000001,,0.0060691355117152845
2023-06-02,103970.4865,,0.010950789011797468
2023-06-05,103810.7384,,-0.0015364754496940414
2023-06-06,104031.374,,0.0021253639401912494
2023-06-07,104068.89899999999,,0.0003607084916517067
2023-06-08,103910.259,,-0.00152437473178213
2023-06-09,103885.16280000002,,-0.00024151801989047428
2023-06-12,103978.41639999997,,0.0008976604308690295
2023-06-13,104056.9308,,0.0007551028638288493
2023-06-14,104748.8344,,0.006649279338536873
2023-06-15,104372.19619999999,,-0.003595631418310208
2023-06-16,104642.15790000003,,0.002586528882488448
2023-06-19,104777.0499,,0.001289078921029807
2023-06-20,104650.66470000002,,-0.0012062298005202088
2023-06-21,104453.74150000002,,-0.0018817195338847181
2023-06-22,104013.98400000001,,-0.0042100693922965116
2023-06-23,103489.0388,,-0.005046871389908669
2023-06-26,103488.11040000003,,-8.970998385149365e-06
2023-06-27,103790.59709999998,,0.0029229125822356483
2023-06-28,104401.861,,0.005889395736023095
2023-06-29,104622.4057,,0.0021124594704302613
2023-06-30,105338.68790000002,,0.0068463556654769775
2023-07-03,105563.66189999999,,0.002135720545651143
2023-07-04,105515.83170000002,,-0.0004530934143348597
2023-07-05,105328.8007,,-0.0017725396936810744
2023-07-06,104271.4209,,-0.010038847807748885
2023-07-07,104542.82100000001,,0.0026028234549551055
2023-07-10,104649.4388,,0.0010198481252001734
2023-07-11,105167.76709999998,,0.004952996460789283
2023-07-12,105917.88200000001,,0.007132555161000642
2023-07-13,106352.31250000003,,0.004101578428466146
2023-07-14,106086.97810000001,,-0.002494862535311837
2023-07-17,106237.3708,,0.001417635818207863
2023-07-18,106419.99730000002,,0.001719041977646718
2023-07-19,106769.5662,,0.003284804631356497
2023-07-20,107131.4508,,0.003389398429531232
2023-07-21,106810.7826,,-0.002993221856004258
2023-07-24,106878.25290000002,,0.0006316806071227088
2023-07-25,106688.0912,,-0.0017792366065148002
2023-07-26,107055.6757,,0.0034454126591405565
2023-07-27,107284.5716,,0.002138101492548783
2023-07-28,107508.3374,,0.002085722081589747
2023-07-31,107543.1178,,0.0003235135138459633
2023-08-01,106941.55010000001,,-0.0055937349809659365
2023-08-02,105708.0382,,-0.011534449415092296
2023-08-03,105578.59030000001,,-0.001224579532495662
2023-08-04,106030.64010000003,,0.004281642695886934
2023-08-07,393285.2564,,2.7091661054680354
2023-08-08,403479.90330000006,,0.025921762217374633
2023-08-09,400266.30759999994,,-0.007964698300253925
2023-08-10,415622.44920000003,,0.038364811897547924
2023-08-11,419414.1467,,0.009122937192873826
2023-08-14,406778.8151000001,,-0.0301261454803472
2023-08-15,423221.0809,,0.04042065414826923
2023-08-16,457782.0811,,0.08166181166236886
2023-08-17,455990.6562999999,,-0.003913269815401077
2023-08-18,469977.65790000005,,0.03067387764804974
2023-08-21,470207.68890000007,,0.0004894509263011493
2023-08-22,478308.11340000003,,0.017227333136448753
2023-08-23,500300.83759999997,,0.04598024491716668
2023-08-24,499160.0335999999,,-0.0022802360385255627
2023-08-25,530887.7409000001,,0.06356219481591152
2023-08-28,572896.8155,,0.07912986374253639
2023-08-29,605922.8166,,0.05764738118011059
2023-08-30,585583.0526,,-0.03356824242752898
2023-08-31,565435.9178999999,,-0.034405255771229215
2023-09-01,541468.8229000001,,-0.04238693411803818
2023-09-04,537086.7237,,-0.00809298525542157
2023-09-05,510132.3441,,-0.05018627050453006
2023-09-06,502829.1475000001,,-0.014316278284382422
2023-09-07,474036.24639999995,,-0.057261798054378144
2023-09-08,443781.15839999996,,-0.06382441897590718
2023-09-11,445107.684,,0.002989143578746578
2023-09-12,468892.3194,,0.053435688160350825
2023-09-13,461112.6355999999,,-0.016591621312874172
2023-09-14,471348.022,,0.022197150131619825
2023-09-15,466546.1532,,-0.010187522967901597
2023-09-18,470676.96589999995,,0.008854027992015512
2023-09-19,465189.5241999999,,-0.011658615350991886
2023-09-20,459675.395,,-0.011853511124272909
2023-09-21,445018.3621,,-0.031885615500477194
2023-09-22,448284.78550000006,,0.00733997443293366
2023-09-25,434881.3699,,-0.029899331928141204
2023-09-26,423487.06610000005,,-0.02620094717467436
2023-09-27,414895.40219999995,,-0.020287901538818875
2023-09-28,436657.89119999995,,0.052452952924046725
2023-09-29,405936.93620000005,,-0.07035474594441471
2023-10-02,408163.6348,,0.005485331344430522
2023-10-03,411122.37599999993,,0.007248909377852053
2023-10-04,442862.94670000003,,0.07720467810295029
2023-10-05,460552.40220000007,,0.039943408297788974
2023-10-06,463723.5999,,0.006885639255927112
2023-10-09,456982.2562,,-0.01453741776664741
2023-10-10,467175.94680000003,,0.02230653479801359
2023-10-11,467617.2186,,0.0009445516256187947
2023-10-12,490454.47089999996,,0.048837492272787664
2023-10-13,489536.4118,,-0.0018718538711968158
2023-10-16,489873.1934999999,,0.0006879604701139908
2023-10-17,519330.0797,,0.06013165568325829
2023-10-18,491072.2993,,-0.05441198479457143
2023-10-19,460514.14960000006,,-0.062227394506998546
2023-10-20,491579.38879999996,,0.06745773007622669
2023-10-23,499927.14690000005,,0.01698150551099764
2023-10-24,456020.89670000004,,-0.08782529709030296
2023-10-25,492322.8068000001,,0.07960580395043126
2023-10-26,483354.2613,,-0.01821679876724347
2023-10-27,471551.86480000004,,-0.024417694111679045
2023-10-30,421870.5539,,-0.10535704470402518
2023-10-31,444088.86429999996,,0.05266617969564802
2023-11-01,484192.4915,,0.09030541052456664
2023-11-02,497000.33970000007,,0.026451976073239125
2023-11-03,473198.71319999994,,-0.047890563846228584
2023-11-06,471869.9982999999,,-0.002807942758370152
2023-11-07,460665.4244,,-0.023745044059521603
2023-11-08,438045.37120000005,,-0.04910299753766356
2023-11-09,459034.0283999999,,0.04791434536222261
2023-11-10,476186.71219999995,,0.03736691125010294
2023-11-13,456616.11,,-0.041098589478868686
2023-11-14,461475.70910000004,,0.010642636108480819
2023-11-15,457531.61480000004,,-0.008546699690200388
2023-11-16,446114.82519999996,,-0.02495300702879444
2023-11-17,476200.4312,,0.06743915310707771
2023-11-20,476717.95339999994,,0.00108677390042633
2023-11-21,548031.9936999999,,0.14959377928056017
2023-11-22,528560.6124000001,,-0.03552964338548936
2023-11-23,537939.6151000002,,0.017744422266754656
2023-11-24,636184.8764999999,,0.18263250863526093
2023-11-27,635053.1335000001,,-0.0017789530084809657
2023-11-28,579578.5159000001,,-0.08735429316640009
2023-11-29,580990.9852999998,,0.0024370630747179156
2023-11-30,601225.8789,,0.034828240217103845
2023-12-01,632547.099,,0.05209559534813302
2023-12-04,621438.8082000001,,-0.017561207406628143
2023-12-05,651150.1635999999,,0.047810588923564046
2023-12-06,649895.1554999999,,-0.0019273712426968181
2023-12-07,657243.0296,,0.011306245380990676
2023-12-08,657989.9058,,0.0011363775138923948
2023-12-11,700582.0205000001,,0.0647306506141847
2023-12-12,693484.3724,,-0.010131073724864659
2023-12-13,704332.4047,,0.01564279273151792
2023-12-14,694498.6810999999,,-0.013961765118827074
2023-12-15,642292.1743999999,,-0.07517149869501749
2023-12-18,643459.8008000001,,0.001817905380975482
2023-12-19,624307.0138,,-0.02976532018968059
2023-12-20,657108.6799,,0.052540921974181476
2023-12-21,680502.7677999999,,0.03560155057388692
2023-12-22,692536.8441,,0.017684096038147024
2023-12-25,692536.8441,,0.0
2023-12-26,669303.9970999999,,-0.0335474526704681
2023-12-27,653533.8594,,-0.02356199539869741
2023-12-28,658038.3269,,0.006892477620265236
2023-12-29,666074.3103,,0.012212029408465108
2024-01-01,666074.3103,,0.0
2024-01-02,662669.4898,,-0.005111772736688391
2024-01-03,667193.3108,,0.006826662566531194
2024-01-04,681152.0771999999,,0.020921622225592573
2024-01-05,710281.5425,,0.04276499518248844
2024-01-08,756377.9296,,0.06489875400359302
2024-01-09,713796.7675,,-0.05629614566162522
2024-01-10,718033.7543999997,,0.0059358448971957856
2024-01-11,699449.1471999999,,-0.025882637252240936
2024-01-12,706481.4794000001,,0.010054100756504925
2024-01-15,704750.2941000002,,-0.0024504326730123704
2024-01-16,709584.6750000002,,0.006859707531124526
2024-01-17,767923.2312999999,,0.08221507362739988
2024-01-18,789568.8886999998,,0.028187267317536957
2024-01-19,834966.3248,,0.05749648542351471
2024-01-22,899189.1809,,0.07691670213811719
2024-01-23,886217.5873000001,,-0.01442587819730723
2024-01-24,913294.1569000001,,0.030552958988878665
2024-01-25,954018.0459000001,,0.044590112279081495
2024-01-26,953042.4002,,-0.001022670068132392
2024-01-29,928992.4943000003,,-0.0252348750642708
2024-01-30,945128.2127,,0.017369051417533976
2024-01-31,946305.9825000002,,0.0012461481777541472
2024-02-01,957052.9400000001,,0.011356746864907397
2024-02-02,967090.2837999999,,0.010487762359310926
2024-02-05,912387.6658,,-0.05656412737914829
2024-02-06,890889.8200000001,,-0.023562183714035845
2024-02-07,822646.6821999998,,-0.07660109731638898
2024-02-08,794058.7514999999,,-0.03475116513391552
2024-02-09,822786.8823999999,,0.03617884803326166
2024-02-12,823436.7897,,0.000789885344433694
2024-02-13,822633.4994000001,,-0.0009755336536427794
2024-02-14,806547.5341,,-0.019554230786531956
2024-02-15,813566.5375,,0.008702529117310176
2024-02-16,790400.9177999999,,-0.02847415501033934
2024-02-19,801557.1407000001,,0.014114638089050224
2024-02-20,793825.7050000002,,-0.009645520334642721
2024-02-21,793068.3122,,-0.0009541046544974119
2024-02-22,808839.1100000001,,0.019885799946099514
2024-02-23,858511.6571000001,,0.061412147961044994
2024-02-26,841689.3541,,-0.019594728692240215
2024-02-27,817193.1379999998,,-0.02910363066929067
2024-02-28,813098.8345000001,,-0.0050102029858205555
2024-02-29,820615.0488,,0.009243912278661393
2024-03-01,844937.5564,,0.029639363347731873
2024-03-04,851597.1601,,0.007881770255750542
2024-03-05,820976.8112999997,,-0.03595637730450463
2024-03-06,875633.7192,,0.06657545882867533
2024-03-07,911908.7683000001,,0.04142719530392447
2024-03-08,931212.7845000001,,0.021168802045830715
2024-03-11,874195.8956999999,,-0.061228636192548036
2024-03-12,941471.4619000002,,0.07695708311022265
2024-03-13,994967.2442,,0.05682145924215165
2024-03-14,968760.4700999999,,-0.0263393335336094
2024-03-15,1014705.2052000001,,0.04742631075280923
2024-03-18,1047594.6799000001,,0.03241283727673139
2024-03-19,1032048.0558000002,,-0.014840304555082229
2024-03-20,1084370.1605,,0.05069735309897161
2024-03-21,1099573.8953000002,,0.014020797836220344
